,x,y
0,0.8866599270109795,1.3780599546625498
1,0.8993714106996651,1.370367274972414
2,0.7184664320056691,1.4200975135967986
3,0.8687192986241412,1.3830242534254142
4,0.624420917450909,1.431714091991754
5,0.6613172915733142,1.4302378367523354
6,0.6214919504882573,1.4325894566971284
7,0.8798301159049338,1.3795880693629057
8,0.8012378788776345,1.408758253593569
9,0.7234271789100208,1.419626470549968
10,0.7296267382316635,1.419018184591947
11,0.8340714202002525,1.3969852122417334
12,0.6097508814230616,1.4346837014860918
13,0.734317251788855,1.4182255522647669
14,0.9072490434888877,1.3637963051817255
15,0.6838080442484015,1.426198936190727
16,0.6103437253400437,1.4340274153372727
17,0.7782505803226567,1.4118831024259666
18,0.7635805442948091,1.4153632161695282
19,0.6798507638771347,1.4267576137105216
20,0.8033771764264888,1.4070865709704428
21,0.7889700164988396,1.4098868809090397
22,0.6198707931626602,1.4329538362785939
23,0.8098396118483298,1.4052429690978518
24,0.8458124892654484,1.393493248019888
25,0.8325202427375615,1.3986765364027764
26,0.8749188579457838,1.3821508707591468
27,0.6604902142920959,1.4304165022557658
28,0.9058137947167557,1.3649269081031559
29,0.8049983337520858,1.406293963029546
30,0.8695042442071197,1.38245525005273
31,0.5730304911834367,1.4366757423857384
32,0.7798017577853477,1.4107403408355255
33,0.669138008220554,1.4293134440765825
34,0.810427731934493,1.4046737864232737
35,0.6644474946633625,1.429881959768939
36,0.735868429251546,1.4168872681530136
37,0.8218269953555426,1.4004731956164584
38,0.8272416090942067,1.4001812631487751
39,0.6035513221014189,1.435097703315824
40,0.8933686768748377,1.3713398796675607
41,0.82782972918037,1.3997022943540998
42,0.6220847944052394,1.4319578208872474
43,0.5668309318617941,1.4371746898701032
44,0.7067953428033793,1.4233520001382463
45,0.6913551456362964,1.4261274735993155
46,0.6428580917176381,1.4306147517312306
47,0.6975547049579391,1.4255691938972204
48,0.5230483104054704,1.439215387679099
49,0.635831455114777,1.4316473634472697
50,0.8210420497725641,1.4008783762967965
51,0.7965473653204429,1.4096611791844016
52,0.7727751211824866,1.4120999543842907
53,0.6651807278492874,1.4297970231522148
54,0.8389826781594024,1.3948247184064295
55,0.769681846045749,1.413444635215305
56,0.6405219686719685,1.4308675665301531
57,0.6027242448202006,1.435386800648606
58,0.8166694229543756,1.4020749885100863
59,0.7665095112574609,1.4147730040183428
60,0.716915254542978,1.4214936213104559
61,0.6366585323959953,1.4310863343475977
62,0.7814229151109446,1.4104035977740206
63,0.8467229056103573,1.387063660413877
64,0.6697308521375361,1.4288593311061826
65,0.868089046839738,1.385518351710246
66,0.8151182454916845,1.4037807306364116
67,0.7051741854777822,1.4241973300520192
68,0.8686771669259012,1.3851082357707023
69,0.5444144516348512,1.4376157430962737
70,0.8182905802799727,1.401273108707468
71,0.6168014369310658,1.4331281614252203
72,0.8027890563403256,1.4075206460619802
73,0.7092957740231347,1.4215101335357376
74,0.8919334281027057,1.371810497483631
75,0.7594828746545998,1.415571086596354
76,0.7028380624321127,1.424404814049393
77,0.6175346701169907,1.433098035844135
78,0.7681306685830579,1.4144036843590897
79,0.6675168508949569,1.4297751660112235
80,0.6745674064029612,1.427915304608387
81,0.7022452185151307,1.424813544207462
82,0.7588900307376176,1.4161139786631303
83,0.7702699661319122,1.4129462095481053
84,0.8145301254055213,1.4042743783249634
85,0.8759666796289608,1.3803072782058092
86,0.5413450954032568,1.4377534127697777
87,0.862674433101074,1.3860412097676245
88,0.5113072413402746,1.441217468438468
89,0.8351192418834295,1.3953244255338617
90,0.8998110608919283,1.3659133876673555
91,0.8411219757082569,1.3945942916352152
92,0.6720669751832057,1.4287740936792945
93,0.7190545520918322,1.4196350896899552
94,0.752690471415975,1.4166763461248024
95,0.6792579199601527,1.4273209469726476
96,0.6821868869228045,1.4266533997182271
97,0.52538443345114,1.4391758767019445
98,0.605793601051795,1.4350703728131413
99,0.5690732108121701,1.436888612785756
