,0
160,1.3868
161,1.4044
162,1.3883
163,1.4267
164,1.3929
165,1.379
166,1.4282
167,1.4189
168,1.4254
169,1.3901
170,1.3861
171,1.3952
172,1.3737
173,1.416
174,1.4179
175,1.3843
176,1.4146
177,1.3936
178,1.4197
179,1.3982
180,1.3876
181,1.4106
182,1.4024
183,1.4241
184,1.3854
185,1.3746
186,1.4088
187,1.3736
188,1.4171
189,1.4144
190,1.395
191,1.4169
192,1.3971
193,1.4012
194,1.4076
195,1.4152
196,1.4061
197,1.4116
198,1.4245
199,1.4015
200,1.3856
201,1.4042
202,1.3843
203,1.4258
204,1.4088
205,1.3994
206,1.3852
207,1.4216
208,1.4219
209,1.4029
210,1.3868
211,1.3912
212,1.3714
213,1.3878
214,1.4183
215,1.3774
216,1.4194
217,1.3893
218,1.4043
219,1.3835
220,1.3914
221,1.4012
222,1.41
223,1.3876
224,1.4087
225,1.3792
226,1.4253
227,1.4225
228,1.4127
229,1.4243
230,1.4076
231,1.3984
232,1.3787
233,1.4044
234,1.38
235,1.4035
236,1.3993
237,1.3746
238,1.3863
239,1.4097
240,1.3974
241,1.4189
242,1.3787
243,1.4165
244,1.4146
245,1.4193
246,1.4016
247,1.3864
248,1.4106
249,1.4078
250,1.3881
251,1.379
252,1.3906
253,1.395
254,1.4008
255,1.3914
256,1.4185
257,1.4116
258,1.3952
259,1.4289
260,1.4144
261,1.4164
262,1.3701
263,1.3554
264,1.3826
265,1.353
266,1.3971
267,1.4179
268,1.3901
269,1.4125
270,1.4203
271,1.416
272,1.4171
273,1.4047
274,1.3938
275,1.4274
276,1.4114
277,1.4208
278,1.4219
279,1.3982
280,1.3823
281,1.3899
282,1.4157
283,1.3936
284,1.3858
285,1.4152
286,1.4061
287,1.3929
288,1.4282
289,1.3871
290,1.3854
291,1.4234
292,1.4169
293,1.3833
294,1.3848
295,1.3849
296,1.3843
297,1.3855
298,1.404
299,1.3989
300,1.3899
301,1.4234
302,1.4208
303,1.3797
304,1.4185
305,1.3902
306,1.3993
307,1.4044
308,1.4146
309,1.4157
310,1.3984
311,1.4259
312,1.3878
313,1.3883
314,1.3777
315,1.4076
316,1.3709
317,1.3914
318,1.4313
319,1.3901
320,1.4253
321,1.4216
322,1.3863
323,1.362
324,1.3826
325,1.3938
326,1.4219
327,1.4016
328,1.4203
329,1.3836
330,1.3779
331,1.3833
332,1.3718
333,1.3906
334,1.4193
335,1.4078
336,1.3918
337,1.3365
338,1.4305
339,1.3952
340,1.4061
341,1.4125
342,1.3705
343,1.4097
344,1.4183
345,1.395
346,1.4088
347,1.4225
348,1.3774
349,1.3802
350,1.3714
351,1.3982
352,1.3929
353,1.4152
354,1.4259
355,1.3861
356,1.4087
357,1.3974
358,1.4127
359,1.3517
360,1.3845
361,1.4024
362,1.3857
363,1.4164
364,1.4283
365,1.4274
366,1.3994
367,1.4169
368,1.3876
369,1.3865
370,1.4014
371,1.4012
372,1.4165
373,1.4234
374,1.3971
375,1.4008
376,1.4179
377,1.3823
378,1.3787
379,1.3746
380,1.3893
381,1.3912
382,1.4062
383,1.379
384,1.4189
385,1.3936
386,1.4226
387,1.4029
388,1.353
389,1.4106
390,1.3733
391,1.41
392,1.3516
393,1.3843
394,1.4289
395,1.4194
396,1.4171
397,1.4144
398,1.4116
399,1.3896
400,1.3826
401,1.4014
402,1.4225
403,1.3863
404,1.4189
405,1.4078
406,1.3871
407,1.4024
408,1.3797
409,1.4157
410,1.4259
411,1.4025
412,1.3843
413,1.3709
414,1.421
415,1.4197
416,1.3858
417,1.3787
418,1.3861
419,1.4062
420,1.4044
421,1.4204
422,1.4128
423,1.3901
424,1.3982
425,1.4018
426,1.3883
427,1.3705
428,1.3893
429,1.4091
430,1.4193
431,1.3746
432,1.395
433,1.4171
434,1.416
435,1.4152
436,1.4144
437,1.4181
438,1.4169
439,1.4127
440,1.3993
441,1.3438
442,1.3952
443,1.3714
444,1.3974
445,1.365
446,1.4259
447,1.4116
448,1.4185
449,1.3409
450,1.4165
451,1.4061
452,1.3718
453,1.3854
454,1.3914
455,1.3881
456,1.4179
457,1.4164
458,1.4267
459,1.4012
460,1.379
461,1.4243
462,1.3395
463,1.394
464,1.3423
465,1.4088
466,1.3936
467,1.3379
468,1.4253
469,1.4008
470,1.3774
471,1.3906
472,1.3836
473,1.3938
474,1.3354
475,1.3833
476,1.3912
477,1.3852
478,1.4035
479,1.3896
480,1.3857
481,1.3802
482,1.3914
483,1.3929
484,1.4146
485,1.4274
486,1.4042
487,1.4106
488,1.41
489,1.4305
490,1.4284
491,1.3984
492,1.4076
493,1.3994
494,1.3899
495,1.3971
496,1.3736
497,1.3737
498,1.4234
499,1.3824
500,1.4207
501,1.4021
502,1.4061
503,1.38
504,1.41
505,1.3896
506,1.379
507,1.4259
508,1.3893
509,1.4203
510,1.3986
511,1.4042
512,1.3901
513,1.4078
514,1.4267
515,1.4165
516,1.4253
517,1.4185
518,1.4097
519,1.4087
520,1.416
521,1.3938
522,1.3714
523,1.3871
524,1.3906
525,1.3843
526,1.4116
527,1.3823
528,1.3797
529,1.3971
530,1.3737
531,1.4289
532,1.3774
533,1.4127
534,1.4035
535,1.3852
536,1.4152
537,1.4193
538,1.3438
539,1.3918
540,1.4243
541,1.4029
542,1.3709
543,1.4146
544,1.3881
545,1.3736
546,1.4009
547,1.4179
548,1.4043
549,1.395
550,1.4114
551,1.3854
552,1.3835
553,1.3899
554,1.4104
555,1.3902
556,1.3974
557,1.4016
558,1.3929
559,1.4164
560,1.3868
561,1.4259
562,1.3787
563,1.3982
564,1.3936
565,1.4076
566,1.3833
567,1.3864
568,1.3319
569,1.3993
570,1.365
571,1.3952
572,1.4088
573,1.3746
574,1.422
575,1.4125
576,1.4225
577,1.3826
578,1.3984
579,1.4144
580,1.3995
581,1.3876
582,1.4024
583,1.4282
584,1.4283
585,1.3883
586,1.4289
587,1.4183
588,1.3717
589,1.4062
590,1.3914
591,1.4243
592,1.4171
593,1.3858
594,1.4234
595,1.4197
596,1.3857
597,1.3861
598,1.394
599,1.4189
600,1.4208
601,1.3912
602,1.4274
603,1.4219
604,1.4225
605,1.3986
606,1.4253
607,1.4104
608,1.4297
609,1.3516
610,1.3881
611,1.4018
612,1.4282
613,1.3858
614,1.3852
615,1.4016
616,1.4243
617,1.4157
618,1.4203
619,1.4243
620,1.4179
621,1.4209
622,1.4305
623,1.3993
624,1.4197
625,1.4164
626,1.4259
627,1.3864
628,1.4076
629,1.3974
630,1.3743
631,1.3787
632,1.4144
633,1.4087
634,1.416
635,1.4289
636,1.3918
637,1.3902
638,1.4194
639,1.3984
640,1.4183
641,1.4035
642,1.4106
643,1.4125
644,1.4171
645,1.4043
646,1.3901
647,1.3835
648,1.4152
649,1.3896
650,1.3982
651,1.3701
652,1.4024
653,1.4061
654,1.3525
655,1.38
656,1.4289
657,1.3864
658,1.4146
659,1.4267
660,1.3878
661,1.3554
662,1.4114
663,1.3971
664,1.394
665,1.41
666,1.422
667,1.3938
668,1.402
669,1.3777
670,1.4128
671,1.4259
672,1.3779
673,1.3871
674,1.3832
675,1.4029
676,1.3936
677,1.3906
678,1.4127
679,1.4234
680,1.3791
681,1.4169
682,1.4062
683,1.4193
684,1.4097
685,1.3774
686,1.4116
687,1.4185
688,1.3952
689,1.4078
690,1.3829
691,1.3823
692,1.4189
693,1.3899
694,1.395
695,1.3893
696,1.4042
697,1.4165
698,1.4259
699,1.3914
700,1.3868
701,1.4289
702,1.4203
703,1.3893
704,1.3823
705,1.4016
706,1.3984
707,1.4016
708,1.3871
709,1.3994
710,1.3516
711,1.3857
712,1.3901
713,1.4259
714,1.4185
715,1.416
716,1.4088
717,1.41
718,1.3718
719,1.3918
720,1.4186
721,1.4152
722,1.4114
723,1.38
724,1.3787
725,1.4219
726,1.394
727,1.4024
728,1.4243
729,1.4289
730,1.3854
731,1.4193
732,1.4189
733,1.3914
734,1.4097
735,1.353
736,1.4165
737,1.3701
738,1.3531
739,1.3993
740,1.3984
741,1.4009
742,1.4146
743,1.3749
744,1.3878
745,1.379
746,1.3865
747,1.3843
748,1.3746
749,1.395
750,1.4042
751,1.3705
752,1.4106
753,1.4087
754,1.3544
755,1.4044
756,1.4258
757,1.3714
758,1.3858
759,1.3938
760,1.3982
761,1.4267
762,1.3774
763,1.425
764,1.403
765,1.4157
766,1.4125
767,1.4043
768,1.4179
769,1.4183
770,1.3912
771,1.4076
772,1.3896
773,1.4216
774,1.4061
775,1.3929
776,1.3906
777,1.4224
778,1.3723
779,1.3864
780,1.3952
781,1.3833
782,1.3876
783,1.3797
784,1.4127
785,1.4283
786,1.4313
787,1.4194
788,1.3986
789,1.4116
790,1.4144
791,1.3971
792,1.4251
793,1.4062
794,1.4104
795,1.4282
796,1.4207
797,1.3836
798,1.4169
799,1.3899
800,1.4061
801,1.4106
802,1.4164
803,1.4078
804,1.3723
805,1.3876
806,1.3914
807,1.4289
808,1.4216
809,1.379
810,1.394
811,1.4193
812,1.3554
813,1.4043
814,1.3883
815,1.3881
816,1.3823
817,1.3861
818,1.41
819,1.3777
820,1.3912
821,1.3854
822,1.4218
823,1.4181
824,1.3856
825,1.3893
826,1.4165
827,1.3797
828,1.4274
829,1.416
830,1.4114
831,1.4044
832,1.3868
833,1.3843
834,1.3516
835,1.3774
836,1.379
837,1.4125
838,1.3952
839,1.4146
840,1.3936
841,1.3705
842,1.3787
843,1.4116
844,1.4035
845,1.4104
846,1.3733
847,1.3701
848,1.3833
849,1.4018
850,1.3746
851,1.3902
852,1.4042
853,1.4267
854,1.4259
855,1.3974
856,1.4185
857,1.4189
858,1.4097
859,1.4179
860,1.3858
861,1.3852
862,1.3896
863,1.3835
864,1.4243
865,1.3993
866,1.4144
867,1.4024
868,1.4253
869,1.3865
870,1.4152
871,1.3906
872,1.4088
873,1.4157
874,1.3971
875,1.4127
876,1.4283
877,1.3736
878,1.3929
879,1.3982
880,1.3918
881,1.4203
882,1.4014
883,1.3984
884,1.3708
885,1.4087
886,1.4223
887,1.4062
888,1.3749
889,1.3826
890,1.3899
891,1.3525
892,1.4169
893,1.4197
894,1.38
895,1.4171
896,1.4029
897,1.3938
898,1.4076
899,1.395
900,1.4186
901,1.4204
902,1.4076
903,1.3705
904,1.3914
905,1.4234
906,1.4024
907,1.3899
908,1.3982
909,1.416
910,1.4025
911,1.4179
912,1.4106
913,1.4183
914,1.39
915,1.3876
916,1.394
917,1.3993
918,1.3826
919,1.4283
920,1.4127
921,1.3746
922,1.3425
923,1.3554
924,1.3938
925,1.4125
926,1.3777
927,1.4116
928,1.4062
929,1.4243
930,1.3843
931,1.4018
932,1.3823
933,1.3802
934,1.3718
935,1.3879
936,1.421
937,1.4144
938,1.4165
939,1.3893
940,1.3863
941,1.4171
942,1.4146
943,1.4098
944,1.3936
945,1.4098
946,1.3984
947,1.4152
948,1.4087
949,1.3929
950,1.4035
951,1.4088
952,1.3906
953,1.379
954,1.4267
955,1.3852
956,1.3787
957,1.3861
958,1.3749
959,1.3914
960,1.3833
961,1.3701
962,1.4097
963,1.4193
964,1.4006
965,1.3733
966,1.422
967,1.4243
968,1.3857
969,1.3865
970,1.4226
971,1.4157
972,1.4282
973,1.3974
974,1.3423
975,1.3971
976,1.4061
977,1.4044
978,1.3984
979,1.38
980,1.4078
981,1.4042
982,1.4104
983,1.395
984,1.4164
985,1.3858
986,1.4258
987,1.4274
988,1.3714
989,1.4197
990,1.4169
991,1.4189
992,1.3883
993,1.4289
994,1.3836
995,1.4253
996,1.4289
997,1.3774
998,1.4225
999,1.4043
1000,1.3413
1001,1.4088
1002,1.3746
1003,1.3881
1004,1.4116
1005,1.3843
1006,1.4225
1007,1.3982
1008,1.4169
1009,1.3901
1010,1.4104
1011,1.4152
1012,1.4274
1013,1.3858
1014,1.4243
1015,1.401
1016,1.3952
1017,1.3906
1018,1.4006
1019,1.394
1020,1.38
1021,1.4043
1022,1.3984
1023,1.3749
1024,1.4197
1025,1.3938
1026,1.4008
1027,1.3899
1028,1.3876
1029,1.3554
1030,1.4185
1031,1.421
1032,1.3433
1033,1.4253
1034,1.4076
1035,1.3733
1036,1.4035
1037,1.3823
1038,1.3395
1039,1.4179
1040,1.3501
1041,1.4025
1042,1.3797
1043,1.3833
1044,1.3854
1045,1.3995
1046,1.4029
1047,1.3531
1048,1.379
1049,1.4144
1050,1.4183
1051,1.3777
1052,1.4267
1053,1.4164
1054,1.4234
1055,1.379
1056,1.3993
1057,1.395
1058,1.3912
1059,1.3883
1060,1.3787
1061,1.4153
1062,1.3971
1063,1.4125
1064,1.3826
1065,1.3914
1066,1.3929
1067,1.3835
1068,1.3896
1069,1.4078
1070,1.3774
1071,1.353
1072,1.3871
1073,1.3718
1074,1.4013
1075,1.3866
1076,1.3996
1077,1.3857
1078,1.41
1079,1.4114
1080,1.3705
1081,1.4171
1082,1.3902
1083,1.4018
1084,1.3802
1085,1.4024
1086,1.4087
1087,1.4062
1088,1.3714
1089,1.4127
1090,1.4106
1091,1.3723
1092,1.4204
1093,1.3994
1094,1.4097
1095,1.4217
1096,1.4165
1097,1.3974
1098,1.3918
1099,1.3864
1100,1.3866
1101,1.3871
1102,1.4044
1103,1.3797
1104,1.4042
1105,1.3733
1106,1.3409
1107,1.3952
1108,1.3901
1109,1.3833
1110,1.4208
1111,1.3544
1112,1.4097
1113,1.4025
1114,1.4165
1115,1.3737
1116,1.3861
1117,1.3984
1118,1.353
1119,1.3938
1120,1.3425
1121,1.4013
1122,1.3878
1123,1.3863
1124,1.4076
1125,1.3701
1126,1.4153
1127,1.3984
1128,1.4061
1129,1.3823
1130,1.3879
1131,1.4114
1132,1.3709
1133,1.4035
1134,1.3774
1135,1.3896
1136,1.3893
1137,1.4146
1138,1.4062
1139,1.4087
1140,1.4088
1141,1.3854
1142,1.3836
1143,1.3502
1144,1.4152
1145,1.4116
1146,1.3852
1147,1.3438
1148,1.3723
1149,1.4181
1150,1.3992
1151,1.3802
1152,1.3787
1153,1.3929
1154,1.3718
1155,1.4127
1156,1.3918
1157,1.4144
1158,1.3996
1159,1.3826
1160,1.4125
1161,1.4006
1162,1.3868
1163,1.401
1164,1.4008
1165,1.3423
1166,1.4106
1167,1.3914
1168,1.395
1169,1.3906
1170,1.4078
1171,1.3857
1172,1.3992
1173,1.3736
1174,1.4029
1175,1.3544
1176,1.3936
1177,1.394
1178,1.4154
1179,1.3777
1180,1.3883
1181,1.38
1182,1.3705
1183,1.4104
1184,1.3746
1185,1.379
1186,1.3843
1187,1.3714
1188,1.3432
1189,1.3413
1190,1.3899
1191,1.4171
1192,1.4164
1193,1.41
1194,1.3974
1195,1.4024
1196,1.3858
1197,1.3319
1198,1.4018
1199,1.3749
1200,1.3845
1201,1.3517
1202,1.3996
1203,1.3791
1204,1.3787
1205,1.3868
1206,1.4025
1207,1.3881
1208,1.401
1209,1.3797
1210,1.4152
1211,1.3777
1212,1.379
1213,1.3459
1214,1.3319
1215,1.3736
1216,1.3718
1217,1.3723
1218,1.4169
1219,1.3929
1220,1.4061
1221,1.4042
1222,1.4008
1223,1.3857
1224,1.3326
1225,1.333
1226,1.3984
1227,1.3912
1228,1.3952
1229,1.3833
1230,1.3899
1231,1.4029
1232,1.4146
1233,1.3733
1234,1.3971
1235,1.3878
1236,1.3802
1237,1.4087
1238,1.379
1239,1.4116
1240,1.41
1241,1.365
1242,1.3774
1243,1.3876
1244,1.3393
1245,1.3982
1246,1.3984
1247,1.3994
1248,1.4144
1249,1.3992
1250,1.3714
1251,1.3936
1252,1.395
1253,1.3902
1254,1.3469
1255,1.3709
1256,1.4078
1257,1.3705
1258,1.3871
1259,1.3659
1260,1.3938
1261,1.4062
1262,1.3906
1263,1.394
1264,1.3864
1265,1.3893
1266,1.4125
1267,1.3516
1268,1.401
1269,1.4114
1270,1.3858
1271,1.3866
1272,1.38
1273,1.4035
1274,1.3883
1275,1.4043
1276,1.41
1277,1.4171
1278,1.4018
1279,1.4076
1280,1.3918
1281,1.3901
1282,1.38
1283,1.4011
1284,1.3746
1285,1.3836
1286,1.3822
1287,1.3737
1288,1.3974
1289,1.3896
1290,1.3914
1291,1.4181
1292,1.3826
1293,1.4006
1294,1.4
1295,1.3788
1296,1.3845
1297,1.3791
1298,1.4022
1299,1.4015
1300,1.4062
1301,1.3843
1302,1.3438
1303,1.4181
1304,1.3395
1305,1.3326
1306,1.3902
1307,1.401
1308,1.3896
1309,1.3433
1310,1.3852
1311,1.4029
1312,1.3749
1313,1.374
1314,1.4171
1315,1.4125
1316,1.3918
1317,1.3994
1318,1.3777
1319,1.3858
1320,1.3938
1321,1.4024
1322,1.3929
1323,1.3984
1324,1.38
1325,1.3833
1326,1.3883
1327,1.3881
1328,1.38
1329,1.3733
1330,1.4088
1331,1.3705
1332,1.3982
1333,1.3409
1334,1.41
1335,1.4011
1336,1.3871
1337,1.4097
1338,1.4087
1339,1.4114
1340,1.3322
1341,1.4042
1342,1.4061
1343,1.3861
1344,1.4013
1345,1.3737
1346,1.3516
1347,1.3826
1348,1.3936
1349,1.3974
1350,1.3791
1351,1.3876
1352,1.3996
1353,1.3774
1354,1.3899
1355,1.4076
1356,1.4006
1357,1.4018
1358,1.3802
1359,1.3319
1360,1.3413
1361,1.3439
1362,1.4179
1363,1.4127
1364,1.4043
1365,1.3654
1366,1.3701
1367,1.3854
1368,1.4144
1369,1.3906
1370,1.4154
1371,1.4146
1372,1.4078
1373,1.3714
1374,1.3709
1375,1.3952
1376,1.365
1377,1.3868
1378,1.3863
1379,1.3971
1380,1.3723
1381,1.379
1382,1.4025
1383,1.3901
1384,1.3517
1385,1.3836
1386,1.3354
1387,1.395
1388,1.4116
1389,1.4008
1390,1.3878
1391,1.3893
1392,1.3912
1393,1.3823
1394,1.3797
1395,1.3995
1396,1.4035
1397,1.3914
1398,1.3866
1399,1.4044
1400,1.3854
1401,1.4013
1402,1.4154
1403,1.4169
1404,1.4011
1405,1.3736
1406,1.3974
1407,1.3749
1408,1.3411
1409,1.3354
1410,1.3355
1411,1.3994
1412,1.4035
1413,1.401
1414,1.3893
1415,1.4181
1416,1.3833
1417,1.3791
1418,1.395
1419,1.394
1420,1.4062
1421,1.3896
1422,1.3701
1423,1.3864
1424,1.4127
1425,1.3826
1426,1.41
1427,1.4116
1428,1.3787
1429,1.3866
1430,1.3328
1431,1.3912
1432,1.4044
1433,1.3899
1434,1.4179
1435,1.38
1436,1.3802
1437,1.3881
1438,1.3319
1439,1.3936
1440,1.4025
1441,1.3709
1442,1.3516
1443,1.3843
1444,1.401
1445,1.3792
1446,1.3852
1447,1.4146
1448,1.3836
1449,1.4076
1450,1.3326
1451,1.3871
1452,1.4006
1453,1.4018
1454,1.3984
1455,1.3705
1456,1.3733
1457,1.3883
1458,1.3984
1459,1.3992
1460,1.3723
1461,1.3746
1462,1.379
1463,1.3938
1464,1.4171
1465,1.3995
1466,1.4008
1467,1.4114
1468,1.4078
1469,1.3902
1470,1.41
1471,1.4042
1472,1.3868
1473,1.4144
1474,1.3906
1475,1.3797
1476,1.4043
1477,1.4024
1478,1.3654
1479,1.3914
1480,1.3876
1481,1.3929
1482,1.3857
1483,1.3714
1484,1.4097
1485,1.3823
1486,1.3777
1487,1.4152
1488,1.4029
1489,1.3737
1490,1.3774
1491,1.4087
1492,1.3901
1493,1.3858
1494,1.3878
1495,1.4125
1496,1.3433
1497,1.38
1498,1.3971
1499,1.365
1500,1.4152
1501,1.3797
1502,1.3802
1503,1.3354
1504,1.395
1505,1.3792
1506,1.4042
1507,1.4116
1508,1.3995
1509,1.3883
1510,1.38
1511,1.3868
1512,1.3791
1513,1.3659
1514,1.3322
1515,1.4181
1516,1.3912
1517,1.3982
1518,1.3733
1519,1.4171
1520,1.4006
1521,1.3714
1522,1.401
1523,1.3929
1524,1.3871
1525,1.3379
1526,1.41
1527,1.3857
1528,1.3906
1529,1.4127
1530,1.3858
1531,1.3749
1532,1.3833
1533,1.3823
1534,1.3996
1535,1.3881
1536,1.38
1537,1.3423
1538,1.3409
1539,1.4078
1540,1.4106
1541,1.3701
1542,1.3918
1543,1.3974
1544,1.379
1545,1.3836
1546,1.4024
1547,1.3936
1548,1.3901
1549,1.3787
1550,1.3902
1551,1.3864
1552,1.3826
1553,1.3938
1554,1.3654
1555,1.3992
1556,1.3854
1557,1.4011
1558,1.3746
1559,1.4144
1560,1.3971
1561,1.4125
1562,1.3517
1563,1.4025
1564,1.4114
1565,1.3319
1566,1.4044
1567,1.3899
1568,1.3914
1569,1.4008
1570,1.394
1571,1.333
1572,1.3866
1573,1.4043
1574,1.4035
1575,1.3896
1576,1.3774
1577,1.4061
1578,1.3952
1579,1.3852
1580,1.4087
1581,1.4076
1582,1.4029
1583,1.3843
1584,1.3777
1585,1.4179
1586,1.365
1587,1.4088
1588,1.3718
1589,1.379
1590,1.3876
1591,1.3705
1592,1.4146
1593,1.3709
1594,1.3413
1595,1.3795
1596,1.3985
1597,1.3881
1598,1.394
1599,1.3949
1600,1.3901
1601,1.3868
1602,1.3826
1603,1.4097
1604,1.3326
1605,1.3705
1606,1.3322
1607,1.3858
1608,1.3996
1609,1.3994
1610,1.3883
1611,1.4106
1612,1.3433
1613,1.3328
1614,1.3746
1615,1.3896
1616,1.41
1617,1.38
1618,1.4114
1619,1.4024
1620,1.3714
1621,1.3906
1622,1.4169
1623,1.401
1624,1.3984
1625,1.3918
1626,1.3971
1627,1.3881
1628,1.394
1629,1.3737
1630,1.3413
1631,1.3395
1632,1.4078
1633,1.3878
1634,1.3902
1635,1.4008
1636,1.3797
1637,1.3899
1638,1.365
1639,1.3984
1640,1.4018
1641,1.3992
1642,1.4006
1643,1.4127
1644,1.38
1645,1.401
1646,1.3854
1647,1.3857
1648,1.3912
1649,1.3936
1650,1.3354
1651,1.4035
1652,1.4146
1653,1.3893
1654,1.3914
1655,1.3787
1656,1.3833
1657,1.3723
1658,1.4116
1659,1.4042
1660,1.3733
1661,1.3876
1662,1.4088
1663,1.3843
1664,1.3701
1665,1.3802
1666,1.3974
1667,1.3718
1668,1.3852
1669,1.3749
1670,1.4062
1671,1.3982
1672,1.3516
1673,1.3929
1674,1.3659
1675,1.4104
1676,1.4011
1677,1.3777
1678,1.3823
1679,1.3952
1680,1.4043
1681,1.3736
1682,1.4076
1683,1.3434
1684,1.4025
1685,1.4154
1686,1.379
1687,1.3709
1688,1.4181
1689,1.3938
1690,1.4061
1691,1.3866
1692,1.3871
1693,1.4144
1694,1.4125
1695,1.395
1696,1.4179
1697,1.4171
1698,1.379
1699,1.3864
1700,1.4024
1701,1.3896
1702,1.3833
1703,1.3395
1704,1.3459
1705,1.3878
1706,1.4076
1707,1.3858
1708,1.3854
1709,1.3654
1710,1.41
1711,1.4044
1712,1.4179
1713,1.3902
1714,1.4018
1715,1.3866
1716,1.3787
1717,1.3952
1718,1.4088
1719,1.365
1720,1.3974
1721,1.3718
1722,1.3736
1723,1.4006
1724,1.3912
1725,1.3856
1726,1.4025
1727,1.4114
1728,1.3322
1729,1.3906
1730,1.3749
1731,1.4146
1732,1.41
1733,1.4008
1734,1.4097
1735,1.3938
1736,1.3787
1737,1.3826
1738,1.3659
1739,1.38
1740,1.3354
1741,1.3896
1742,1.3864
1743,1.3876
1744,1.3982
1745,1.4011
1746,1.4062
1747,1.4144
1748,1.4127
1749,1.3319
1750,1.3517
1751,1.4181
1752,1.3733
1753,1.4154
1754,1.4078
1755,1.4087
1756,1.394
1757,1.3893
1758,1.401
1759,1.4169
1760,1.3883
1761,1.3823
1762,1.3355
1763,1.4042
1764,1.3777
1765,1.3709
1766,1.4152
1767,1.3929
1768,1.4013
1769,1.3899
1770,1.3737
1771,1.4125
1772,1.3836
1773,1.4029
1774,1.3971
1775,1.3714
1776,1.3774
1777,1.4171
1778,1.3936
1779,1.3705
1780,1.4043
1781,1.3746
1782,1.3995
1783,1.379
1784,1.3802
1785,1.3918
1786,1.3843
1787,1.3914
1788,1.3901
1789,1.3881
1790,1.3852
1791,1.4061
1792,1.38
1793,1.3797
1794,1.4116
1795,1.395
1796,1.4035
1797,1.3328
1798,1.4059
1799,1.407
1800,1.3843
1801,1.3876
1802,1.3833
1803,1.3459
1804,1.3992
1805,1.4042
1806,1.3855
1807,1.3701
1808,1.4053
1809,1.379
1810,1.3718
1811,1.3659
1812,1.3883
1813,1.3736
1814,1.3354
1815,1.3749
1816,1.3355
1817,1.3469
1818,1.3746
1819,1.3319
1820,1.3996
1821,1.3938
1822,1.333
1823,1.3864
1824,1.3901
1825,1.3802
1826,1.4011
1827,1.401
1828,1.4087
1829,1.4125
1830,1.4018
1831,1.4169
1832,1.3914
1833,1.3774
1834,1.365
1835,1.3929
1836,1.38
1837,1.3854
1838,1.3878
1839,1.3856
1840,1.3866
1841,1.379
1842,1.395
1843,1.3826
1844,1.3723
1845,1.4024
1846,1.4171
1847,1.3858
1848,1.4088
1849,1.4181
1850,1.3787
1851,1.4127
1852,1.4025
1853,1.3906
1854,1.3982
1855,1.4043
1856,1.4179
1857,1.3852
1858,1.3936
1859,1.4062
1860,1.3654
1861,1.3714
1862,1.4152
1863,1.401
1864,1.4116
1865,1.4154
1866,1.3984
1867,1.3379
1868,1.3737
1869,1.3516
1870,1.3517
1871,1.394
1872,1.3974
1873,1.3705
1874,1.3994
1875,1.4035
1876,1.3893
1877,1.4144
1878,1.4006
1879,1.3792
1880,1.4008
1881,1.3836
1882,1.3896
1883,1.3971
1884,1.3912
1885,1.3984
1886,1.4078
1887,1.3777
1888,1.3881
1889,1.3952
1890,1.3899
1891,1.4146
1892,1.4114
1893,1.4076
