,5,10,25,50,100
min1,0.5263933438717485,0.5113072413402746,0.553834572759647,0.3988928411743211,0.4138162234736691
max1,0.9231295579393318,0.9405892661870556,0.8899035994373208,0.9091779206187468,0.945132489835116
min2,1.3391643738611179,1.3267407158914184,1.3644515505604415,1.3489467810070348,1.331112820484948
max2,1.4426046625941351,1.441217468438468,1.4511875622120325,1.4409971792795118,1.4443146534838422
