,Molecule ChEMBL ID,Smiles,Standard Relation,Standard Value,Standard Units
135,CHEMBL1783783(1),COc1ccc(-c2cc(-c3ccccc3)no2)c(OCCCN2CCCCC2)c1,'=',4.42,nM
136,CHEMBL1086226,O=C(O)[C@H](Cc1ccccc1)Oc1c(Br)cc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1Br,'=',0.038,nM
137,CHEMBL26399,CCCCC(Oc1c(Br)cc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1Br)C(=O)O,'=',0.052000000000000005,nM
138,CHEMBL24003,O=C(O)COc1c(Br)cc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1Br,'=',0.1,nM
139,CHEMBL282113,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1-c1ccc(-c2ccc(OCC(=O)O)cc2)cc1,'=',0.8,nM
140,CHEMBL1935492,C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C(C)=C/CC)oc3C)ccc2C[C@H]1C(=O)O.CC(C)(C)N,'=',4.4,nM
141,CHEMBL290295,Cc1oc2cc3sc4ccccc4c3c(-c3cc(I)c(O[C@H](C)C(=O)O)c(I)c3)c2c1C,'=',0.284,nM
142,CHEMBL1935613,C=CCCC(=O)N1Cc2cc(OCCc3nc(/C=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O.CC(C)(C)N,'=',1.69,nM
143,CHEMBL555056,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6c([nH]c7ccccc67)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',0.61,nM
144,CHEMBL578429,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6sc(N)nc6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',1.92,nM
145,CHEMBL572899,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6cnn(-c7ccccc7)c6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',1.39,nM
146,CHEMBL56948,CC(C)(C)OC(=O)COc1ccc(CC2=C(n3ccc4ccccc43)c3ccccc3C(=O)C2=O)cc1,'=',0.65,nM
147,CHEMBL58032,COC(=O)CCC1=C(n2ccc3ccccc32)c2ccc(CCC(=O)OC)cc2C(=O)C1=O,'=',0.94,nM
148,CHEMBL59402,O=C1C=C(c2ccc(O)cc2)c2ccccc2C1=O,'=',0.44,nM
149,CHEMBL59239,O=C1C=C(c2ccccc2[N+](=O)[O-])c2ccccc2C1=O,'=',1.17,nM
150,CHEMBL61186,CCOC(=O)CCC1=C(n2ccc3ccccc32)c2ccccc2C(=O)C1=O,'=',0.27,nM
151,CHEMBL6518,CCCCCCCC/C(=C/Cn1oc(=O)n(CC(=O)O)c1=O)c1cccc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,'=',0.16,nM
152,CHEMBL430266,COC[C@@H]([C@H](O)[C@H](O)C(=O)NCC[C@H](C)c1nc(/C=C/C[C@@H]2O[C@]3(C[C@@H](O)[C@@H]2C)O[C@H]([C@H](C[C@H](O)[C@H](C)[C@H](O)[C@H](C)/C=C(C)/C(C)=C/C=C/C(C)=C\C#N)OC)[C@H](OP(=O)(O)O)C3(C)C)co1)N(C)C,'=',0.0005,nM
153,CHEMBL1161222,O=P(O)(O)C(F)(F)c1ccc(CCCCc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1,'=',4.4,nM
154,CHEMBL362497,O=C1NC(=O)/C(=C/c2cc(Br)ccc2OCc2ccccc2)S1,'=',9.0,nM
155,CHEMBL574813,O=C1NC(=O)/C(=C/c2cc(Br)ccc2OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)S1,'=',5.0,nM
156,CHEMBL551842,CCCCCc1c2c(cc(O)c1C(=O)O)OC(=O)c1c(cc(OC)cc1C(=O)CCCC)O2,'=',0.87,nM
157,CHEMBL416743,CCCCc1oc2ccccc2c1C(=O)c1ccc2c(Br)c(OCn3cnnn3)ccc2c1,'=',1.1,nM
158,CHEMBL313894,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(OCC(=O)O)cc1)NC(=O)[C@H](CCC(=O)OCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O,'=',4.6,nM
159,CHEMBL336095,O=C1/C(=N/CCc2cc(Br)c(O)c(Br)c2)C=C(O)c2cccnc21,'=',8.0,nM
160,CHEMBL1084830,C[C@@H](Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1)C(=O)O,'=',1.32,nM
161,CHEMBL3350938,CC1(C)Oc2ccc(Cc3sc4ccccc4c3-c3ccc(-c4ccc(O[C@H](Cc5ccccc5)C(=O)O)cc4)cc3)cc2O1,'=',0.077,nM
162,CHEMBL24141,CCCCc1oc2ccccc2c1Cc1ccc(-c2ccc(O)cc2)cc1,'=',1.19,nM
163,CHEMBL510225,CN(C)CCOc1ccc(-c2nc3c(ccc4ccccc43)o2)cc1,'=',3.51,nM
164,CHEMBL3350946,O=C(O)[C@@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4nccs4)sc4ccccc34)cc2)cc1,'=',1.16,nM
165,CHEMBL24068(1),CCCCc1oc2ccccc2c1-c1ccc(-c2ccc(OCC(=O)O)cc2)cc1,'=',2.19,nM
166,CHEMBL283635,O=C(O)COc1ccc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1Br,'=',0.36,nM
167,CHEMBL23998,O=C(O)c1ccc(S(=O)(=O)Oc2ccc(-c3ccc(-c4c(Cc5ccccc5)oc5ccccc45)cc3)cc2)cc1O,'=',0.039,nM
168,CHEMBL25584,O=C(O)CCCOc1ccc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1Br,'=',0.17,nM
169,CHEMBL2063149,CC(C)[C@@H]1C[C@@H](O)[C@H]2[C@@]1(CO)CC[C@@]1(C)[C@H]3C(=CC[C@]21C)C1=C(C[C@@H]3O)C(C)(C)[C@@H](O)CC1,'=',6.8,nM
170,CHEMBL169(1),C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,'=',3.8,nM
171,CHEMBL204337,CNC(=O)[C@@H]1Cc2ccc(NS(=O)(=O)O)cc2CN1C(=O)CCc1cccc(NS(=O)(=O)O)c1,'=',4.8,nM
172,CHEMBL313291,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)NC(=O)[C@H](CCC(=O)OCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O,'=',1.41,nM
173,CHEMBL282306,Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1,'=',0.92,nM
174,CHEMBL3350941,O=C(O)[C@@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3ccsc3Cc3ccccc3)cc2)cc1,'=',0.97,nM
175,CHEMBL280992,O=C(O)c1ccc(COc2ccc(-c3ccc(-c4c(Cc5ccccc5)oc5ccccc45)cc3)cc2)cc1,'=',0.36,nM
176,CHEMBL280388,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1-c1ccc(-c2cc(Br)c(O)c(Br)c2)cc1,'=',0.65,nM
177,CHEMBL24201,CCCCc1oc2ccccc2c1Cc1ccc2cc(O)ccc2c1,'=',1.3,nM
178,CHEMBL1162227,NS(=O)(=O)C(F)(F)c1cc(-c2ccc(CSCc3ccc(C(F)(F)S(=O)(=O)O)c(Br)c3)cc2)ccc1Br,'=',6.0,nM
179,CHEMBL24032(1),Oc1ccc(-c2ccc(-c3c(Cc4ccc(O)cc4O)sc4ccccc34)cc2)cc1,'=',0.58,nM
180,CHEMBL48449,C[C@]12C(=O)OC(=O)[C@@]1(C)[C@@H]1CC[C@H]2O1,'=',3.6,nM
181,CHEMBL1082297,COc1ccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)ccc2O[C@H](Cc2ccccc2)C(=O)O)cc1,'=',0.053,nM
182,CHEMBL292386,O=C1C=C(Cc2ccccc2)c2ccccc2C1=O,'=',1.42,nM
183,CHEMBL450150,COc1cc([C@@H]2O[C@H](CN=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)c(OC)c2ccccc12,'=',2.36,nM
184,CHEMBL1082299,O=C(O)[C@H](CCc1ccccc1)Oc1c(Br)cc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1Br,'=',0.29,nM
185,CHEMBL453868,O=C(O)c1cc(/C=C/c2ccc(/C=C/c3cc(C(=O)O)c(O)c(-c4ccco4)c3)cc2)cc(-c2ccco2)c1O,'=',0.53,nM
186,CHEMBL24712,Oc1c(I)cc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1I,'=',0.52,nM
187,CHEMBL451520,O=C1C=CC(=O)C([C@@H]2O[C@H](CNC(=O)c3ccccc3)[C@@H](O)[C@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)=C1,'=',5.27,nM
188,CHEMBL403479,NC(=O)C(Cc1ccc(C2CC(=O)NS2(=O)=O)cc1)NS(=O)(=O)c1cccc(C(F)(F)F)c1,'=',5.03,nM
189,CHEMBL403681,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)c3ncc(CCCCc4ccccc4)[nH]3)cc2)S(=O)(=O)N1,'=',0.2,nM
190,CHEMBL8725(1),COC(=O)C(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(=O)OCc1ccccc1,'=',0.19,nM
191,CHEMBL285307,O=C(O)c1ccc(S(=O)(=O)Oc2c(Br)cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)cc2Br)cc1O,'=',0.03,nM
192,CHEMBL1160380,O=C(O)c1ccc(N2C(=O)/C(=C\C=C\c3ccccc3)SC2=S)cc1,'=',4.4,nM
193,CHEMBL26103,COc1cccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)cc(-c3cccc(OC)c3)c2OCC(=O)O)c1,'=',0.025,nM
194,CHEMBL23989,CCCCc1oc2ccccc2c1Cc1ccc2c(Br)c(O)ccc2c1,'=',0.33,nM
195,CHEMBL323712,C=CC(C)(C)c1c(O)cc(O)c2c(=O)c(O)c(-c3cc(O)c(O)c(CC=C(C)C)c3)oc12,'=',4.3,nM
196,CHEMBL420456,Nc1nc(N)c2nc(CN3CCN(Cc4ccc(-c5ccccc5)cc4)CC3)nnc2n1,'=',8.0,nM
197,CHEMBL1240791,CCCCCCc1ccc(Oc2ccc(NC(=O)c3cc(COc4ccc(C(=O)C(=O)O)cc4)ccc3COc3ccc(C(=O)C(=O)O)cc3)cc2)cc1,'=',1.2,nM
198,CHEMBL285308,O=C(O)c1ccc(S(=O)(=O)Oc2ccc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)cc2Br)cc1O,'=',0.024,nM
199,CHEMBL420456(1),Nc1nc(N)c2nc(CN3CCN(Cc4ccc(-c5ccccc5)cc4)CC3)nnc2n1,'=',2.9,nM
200,CHEMBL1240534,O=C(O)C(=O)c1ccc(OCc2ccc(COc3ccc(C(=O)C(=O)O)cc3)c(C(=O)Nc3ccc(Oc4ccc(-c5ccccc5)cc4)cc3)c2)cc1,'=',0.22,nM
201,CHEMBL25243,CCCCc1oc2ccccc2c1Cc1ccc2c(Br)c(OC(Cc3ccccc3)C(=O)O)ccc2c1,'=',0.37,nM
202,CHEMBL47665,COC(=O)C1C(C(=O)O)[C@@H]2CC[C@H]1O2,'=',4.71,nM
203,CHEMBL510460,CN(C)CCCOc1ccc(-c2nc3c(ccc4ccccc43)o2)cc1,'=',3.52,nM
204,CHEMBL506882,CCN(CC)CCOc1ccc(-c2nc3c(ccc4ccccc43)o2)cc1,'=',4.6,nM
205,CHEMBL456025,c1ccc2c(c1)ccc1oc(-c3ccc(OCCN4CCCC4)cc3)nc12,'=',5.71,nM
206,CHEMBL1242457,Nc1ccc(-c2nc(-c3ccc4oc5c(C(=O)O)cccc5c4c3)cs2)cc1,'=',0.185,nM
207,CHEMBL1242362,O=C(O)c1cccc2c1oc1ccc(-c3csc(-c4ccc(N5CCCC5)cc4)n3)cc12,'=',0.08199999999999999,nM
208,CHEMBL1241469,O=C(O)/C=C/c1cccc(-c2nc(-c3ccc4oc5c(C(=O)O)cccc5c4c3)cs2)c1,'=',0.551,nM
209,CHEMBL1241315,CCc1cc(C[C@H]2NC(=O)CN(CCCCOc3cccc(O)c3C(=O)OC)C2=O)ccc1N(C(=O)C(=O)O)c1ccccc1C(=O)O,'=',0.038,nM
210,CHEMBL1242363,CN(C)c1ccc(-c2nc(-c3ccc4oc5c(C(=O)O)cccc5c4c3)cs2)cc1,'=',0.257,nM
211,CHEMBL1241314,O=C(O)c1cccc2c1oc1ccc(-c3csc(-c4cc(Br)c(C(=O)[C@H](Cc5ccccc5)C(=O)O)c(Br)c4)n3)cc12,'=',0.177,nM
212,CHEMBL312993,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(C(F)(F)C(=O)O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O,'=',1.4,nM
213,CHEMBL83179,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(C(F)(C(=O)O)C(=O)O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O,'=',0.7,nM
214,CHEMBL1241658,Cc1nc(-c2ccc(Cl)cc2)sc1OCCc1cc(C(O)(C(=O)O)C(F)(F)F)ccc1OCc1ccccc1,'=',3.2,nM
215,CHEMBL25008,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1-c1ccc(-c2cc(Br)c(OCC(=O)O)c(Br)c2)cc1,'=',0.47,nM
216,CHEMBL312922,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(OC(F)(C(=O)O)C(=O)O)cc1)NC(=O)[C@H](CCC(=O)OCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O,'=',1.5,nM
217,CHEMBL284471,COc1ccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)cc(-c3ccc(OC)cc3)c2OCC(=O)O)cc1,'=',0.025,nM
218,CHEMBL25594,COC(=O)C(CCNC(=O)c1ccccc1C(=O)O)Oc1c(Br)cc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1Br,'=',0.054000000000000006,nM
219,CHEMBL24607,COc1ccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)cc(Br)c2OCC(=O)O)c(OC)c1,'=',0.047,nM
220,CHEMBL284763,O=C(O)CNc1cc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)ccc1OCCc1ccccc1,'=',0.08199999999999999,nM
221,CHEMBL266056,O=C(c1ccccc1)C(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)c1ccccc1,'=',0.19,nM
222,CHEMBL278092(1),COc1ccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)cc(Br)c2OCC(=O)O)cc1,'=',0.028999999999999998,nM
223,CHEMBL3350943,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ncccc34)cc2)cc1,'=',0.59,nM
224,CHEMBL24331,O=C(O)c1ccc(S(=O)(=O)Oc2ccc(-c3ccc(-c4c(Cc5ccccc5)oc5ccccc45)cc3)cc2C2CCCC2)cc1O,'=',0.027999999999999997,nM
225,CHEMBL290496,O=C(O)[C@@H](Cc1ccccc1)Oc1c(Br)cc(-c2c3ccccc3c(Br)c3sc4ccccc4c23)cc1Br,'=',0.061,nM
226,CHEMBL324232,O=C(O)[C@@H](Cc1ccccc1)Oc1c(Br)cc(-c2c3ccccc3c(Br)c3oc4ccccc4c23)cc1Br,'=',0.08,nM
227,CHEMBL60918,COC(=O)CCC1=C(c2ccccc2)c2cc(CCC(=O)OC)ccc2C(=O)C1=O,'=',0.68,nM
228,CHEMBL108721,O=C(O)COc1c(Br)cc(-c2c3ccccc3c(Br)c3sc4ccccc4c23)cc1Br,'=',0.386,nM
229,CHEMBL266753(1),COC(CC(C)C)c1ccc2cc(-c3ccc(CC(Cc4ccc(C(F)(F)P(=O)(O)O)cc4)(c4ccccc4)n4nnc5ccccc54)cc3)cc(P(=O)(O)O)c2n1,'=',1.79,nM
230,CHEMBL337604,O=P(O)(O)C(F)(F)c1ccc(COc2ccccc2OCc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1,'=',1.7,nM
231,CHEMBL445680,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc(NC(=O)C(=O)O)c(C(=O)O)c2)cc1,'=',1.4,nM
232,CHEMBL58747,O=C1C=C(c2cc(Cl)ccc2Cl)c2ccccc2C1=O,'=',5.05,nM
233,CHEMBL301909,CCOC(=O)CCC1=C(c2ccccc2)c2ccccc2C(=O)C1=O,'=',0.43,nM
234,CHEMBL1162226,NS(=O)(=O)C(F)(F)c1cc(-c2ccc(CSCc3ccc(C(F)(F)P(=O)(O)O)c(Br)c3)cc2)ccc1Br,'=',0.03,nM
235,CHEMBL583505,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6cnn(C(=O)c7ccncc7)c6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',0.81,nM
236,CHEMBL574276,CC(=O)n1ncc2c1C(C)(C)[C@@H]1CC[C@]3(C)[C@H](CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@]43C)[C@@]1(C)C2,'=',1.48,nM
237,CHEMBL58795,COc1ccc2c(c1)C(=O)C(=O)C=C2c1ccccc1,'=',2.04,nM
238,CHEMBL576164,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6cncnc6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',2.73,nM
239,CHEMBL57920,CCCCCCC1=CC(=O)C(=O)c2ccccc21,'=',3.3,nM
240,CHEMBL326425,O=C(O)[C@@H](CCN1C(=O)c2ccccc2C1=O)Oc1c(Br)cc(-c2c3ccccc3c(Br)c3sc4ccccc4c23)cc1Br,'=',0.011000000000000001,nM
241,CHEMBL370307,COc1ccc(Cc2sc3ccccc3c2-c2ccc(-c3ccc(O[C@H](Cc4ccccc4)C(=O)O)cc3)cc2)cc1OC,'=',0.12,nM
242,CHEMBL140524,O=P(O)(O)C(F)(F)c1ccc(COc2cccc(OCc3ccc(C(F)(F)P(=O)(O)O)cc3)c2)cc1,'=',5.3,nM
243,CHEMBL280487(1),C=C1[C@@H]([C@@H](O)C[C@H](C)[C@H]2O[C@@]3(CCCCO3)CC[C@H]2C)O[C@@H]2CC[C@@]3(CC[C@H](/C=C/[C@@H](C)[C@@H]4CC(C)=C[C@@]5(O[C@H](C[C@@](C)(O)C(=O)O)CC[C@H]5O)O4)O3)O[C@H]2[C@@H]1O,'=',0.00124,nM
244,CHEMBL52347,O=C1C=Cc2ccccc2C1=O,'=',1.64,nM
245,CHEMBL58288,O=C1C=C(C2CCCC2)c2ccccc2C1=O,'=',4.2,nM
246,CHEMBL3350942,O=C(O)[C@@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3oc4ccccc4c3Cc3ccccc3)cc2)cc1,'=',0.35,nM
247,CHEMBL25558,O=C(O)C(Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1,'=',0.27,nM
248,CHEMBL428184(1),CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(OC(F)(C(=O)O)C(=O)O)cc1)C(=O)N[C@@H](CC(C)C)C(N)=O,'=',1.0,nM
249,CHEMBL129681(1),O=C(O)C(=O)c1ccc(OCc2ccc(COc3ccc(C(=O)C(=O)O)cc3)cc2)cc1,'=',5.73,nM
250,CHEMBL470029,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',5.32,nM
251,CHEMBL449613,CC1(C)CC[C@]2(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',3.31,nM
252,CHEMBL472401,CC1(C)CC[C@]2(CCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',1.33,nM
253,CHEMBL504291,CC1(C)CC[C@]2(CCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',0.88,nM
254,CHEMBL416145,O=P(O)(O)C(F)(F)c1ccc(CC(C/C=C/c2ccccc2)(c2ccccc2)n2nnc3ccccc32)cc1,'=',0.46,nM
255,CHEMBL562059,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6nccnc6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',1.79,nM
256,CHEMBL556636,CC1(C)SCC(CCCCC(=O)Nc2ccc3c(c2)CO[C@H](C(=O)O)C3)S1,'=',0.1357,nM
257,CHEMBL563436,O=C(CCCC[C@@H]1CCSC(c2ccccc2)(c2ccccc2)S1)Nc1ccc2c(c1)CO[C@H](C(=O)O)C2,'=',0.5187,nM
258,CHEMBL504726,COc1ccc(OC)c([C@@H]2O[C@H](CNC(=O)c3ccccc3)[C@@H](O)[C@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)c1,'=',4.13,nM
259,CHEMBL298849,O=C1C=C(n2ccc3ccccc32)c2ccc(OC(Cc3ccccc3)C(=O)O)cc2C1=O,'=',2.07,nM
260,CHEMBL391533,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,'=',5.49,nM
261,CHEMBL461165,CNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,'=',9.2,nM
262,CHEMBL446005,CC1(C)CC[C@]2(CCCCC(=O)N[C@@H](Cc3cnc[nH]3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',4.62,nM
263,CHEMBL206462,Cc1noc([C@@H]2Cc3ccc(NS(=O)(=O)O)cc3CN2C(=O)OC(C)(C)C)n1,'=',8.23,nM
264,CHEMBL201161,COc1ccc(C(=O)c2ccc3c(-c4cc(Br)c(OCC(=O)O)c(Br)c4)nocc2-3)cc1,'=',1.64,nM
265,CHEMBL201909,COc1ccc(-c2nocc3c(C(=O)c4ccc(Cl)cc4Cl)ccc2-3)cc1,'=',3.4,nM
266,CHEMBL574377,O=C1NC(=O)/C(=C/c2ccc(OCc3ccccc3)c(-c3ccccc3)c2)S1,'=',9.0,nM
267,CHEMBL572574,O=C1NC(=O)/C(=C/c2ccc(OCc3ccc(C(F)(F)F)cc3)c(-c3ccccc3)c2)S1,'=',6.0,nM
268,CHEMBL365490(1),O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1,'=',0.32,nM
269,CHEMBL266056(1),O=C(c1ccccc1)C(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)c1ccccc1,'=',1.5,nM
270,CHEMBL2424703,COc1ccccc1N1N=C2COC(C)(C)C=C2C(C#N)=C1N,'=',6.2,nM
271,CHEMBL2424688,COC(=O)c1cccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)c1,'=',2.1,nM
272,CHEMBL1086499,CCCCc1sc2ccccc2c1-c1ccc(-c2ccc(O[C@H](Cc3ccccc3)C(=O)O)cc2)cc1,'=',0.17,nM
273,CHEMBL24566,Cc1sc(Cc2ccccc2)c(-c2ccc(-c3ccc(OS(=O)(=O)c4ccc(C(=O)O)c(O)c4)cc3)cc2)c1C,'=',0.032,nM
274,CHEMBL426373,CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,'=',4.7,nM
275,CHEMBL575025,O=C1NC(=O)/C(=C/c2ccc(OCc3ccc(C(F)(F)F)cc3)c(Br)c2)S1,'=',5.0,nM
276,CHEMBL416145(1),O=P(O)(O)C(F)(F)c1ccc(CC(C/C=C/c2ccccc2)(c2ccccc2)n2nnc3ccccc32)cc1,'=',0.049,nM
277,CHEMBL426373(1),CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,'=',4.4,nM
278,CHEMBL274435,O=P(O)(O)C(F)(F)c1ccc(/C=C/CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(c2ccccc2)n2nnc3ccccc32)cc1,'=',0.12,nM
279,CHEMBL267981,CS(=O)(=O)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(C(=O)OCc2ccccc2)C(=O)OCc2ccccc2)cc1,'=',7.2,nM
280,CHEMBL506934(1),CCOC(=O)C(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C,'=',2.89,nM
281,CHEMBL211369,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',2.33,nM
282,CHEMBL504397,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OCc6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',2.72,nM
283,CHEMBL499413,CC1(C)CC[C@]2(CCCCC(=O)N[C@@H](Cc3ccccc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OCc6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',0.15,nM
284,CHEMBL1086764,CC(C)=CCc1cc2c(cc1O)OC[C@@]1(O)c3ccc4c(c3O[C@@H]21)C=CC(C)(C)O4,'=',8.8,nM
285,CHEMBL1242553,O=C(O)c1cccc2c1oc1ccc(-c3csc(-c4ccc(N5CCCCC5)cc4)n3)cc12,'=',0.121,nM
